"node_id","id","name","forte","bit","bit_reverse","pitch_set","interval_cycle","interval_vector","orientation","chirality","role","fine_role","identity_category","identity_type","tier","tier_number","office","office_index","has_governor_seat","office_authority","anchor_mechanism","assignment_status","resolution_class","universal_classification","governing_parent_count","construction_parent_count","seat_contact_count","identity_evidence_contact_count","identity_evidence_office_counts_json","identity_evidence_tier_counts_json","relational_office","plurality_contact_office","contact_count","contact_office_counts_json","contact_tier_counts_json","office_basis","registered_before_completion","added_by_completion"
"scale:861","861","Superlocrian ♮2𝄫7","7-28","b101110101100","b001101011101","{0,2,3,4,6,8,9}","2-1-1-2-2-1-3","3,4,4,4,3,3","7-28 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Saturn","6",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:871","871","Locrian 𝄫3𝄫7","7-22","b111001101100","b001101100111","{0,1,2,5,6,8,9}","1-1-3-1-2-1-3","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Moon","1",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Saturn"":2,""Mercury"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:875","875","Locrian double-flat 7","7-32","b110101101100","b001101101011","{0,1,3,5,6,8,9}","1-2-2-1-2-1-3","3,3,5,4,4,2","7-32 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:877","877","Hungarian Major Inverse","7-31","b101101101100","b001101101101","{0,2,3,5,6,8,9}","2-1-2-1-2-1-3","3,3,6,3,3,3","7-31 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Venus","5",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:883","883","Scale 883","7-21","b110011101100","b001101110011","{0,1,4,5,6,8,9}","1-3-1-1-2-1-3","4,2,4,6,4,1","7-21 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Saturn","4","{""Moon"":1,""Jupiter"":1,""Saturn"":2}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:885","885","Major Locrian 𝄫7","7-26","b101011101100","b001101110101","{0,2,4,5,6,8,9}","2-2-1-1-2-1-3","3,4,4,5,3,2","7-26 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Jupiter","4",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:889","889","Scale 889","7-16","b100111101100","b001101111001","{0,3,4,5,6,8,9}","3-1-1-1-2-1-3","4,3,5,4,3,2","7-16 orientation A","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Mercury","3",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 953; earlier precedence preserved",true,false
"scale:911","911","Phrygian 𝄫3𝄫4𝄫7","7-7","b111100011100","b001110001111","{0,1,2,3,7,8,9}","1-1-1-4-1-1-3","5,3,2,3,5,3","7-7 orientation B","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Mercury","3",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 1821; earlier precedence preserved",true,false
"scale:919","919","Chromatic Phrygian Inverse","7-20","b111010011100","b001110010111","{0,1,2,4,7,8,9}","1-1-2-3-1-1-3","4,3,3,4,5,2","7-20 orientation A","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Sun","0",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 923; A0–A2 precedence preserved",true,false
"scale:923","923","Alt ♮5𝄫7","7-22","b110110011100","b001110011011","{0,1,3,4,7,8,9}","1-2-1-3-1-1-3","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Sun","0",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Venus"":2,""Mars"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:925","925","Chromatic Hypodorian","7-20","b101110011100","b001110011101","{0,2,3,4,7,8,9}","2-1-1-3-1-1-3","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Sun","0",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 923; A0–A2 precedence preserved",true,false
"scale:935","935","Kanakangi","7-20","b111001011100","b001110100111","{0,1,2,5,7,8,9}","1-1-3-2-1-1-3","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Moon","1",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 871; A0–A2 precedence preserved",true,false
"scale:939","939","Rāga Malini","7-30","b110101011100","b001110101011","{0,1,3,5,7,8,9}","1-2-2-2-1-1-3","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:941","941","Rāga Jhankara Bhramavi","7-29","b101101011100","b001110101101","{0,2,3,5,7,8,9}","2-1-2-2-1-1-3","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Jupiter","4",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:947","947","Scale 947","7-21","b110011011100","b001110110011","{0,1,4,5,7,8,9}","1-3-1-2-1-1-3","4,2,4,6,4,1","7-21 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","4","{""Sun"":1,""Mercury"":1,""Venus"":2}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:949","949","Mararanjani","7-27","b101011011100","b001110110101","{0,2,4,5,7,8,9}","2-2-1-2-1-1-3","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Mercury","3",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:953","953","Rāga Kalahamsa","7-Z17","b100111011100","b001110111001","{0,3,4,5,7,8,9}","3-1-1-2-1-1-3","4,3,4,5,4,1","7-Z17 single orientation","achiral","anchor","anchor_D4","D","same_office_convergence_anchor","D4","4","Mercury","3",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D4_anchor","d4_anchor","0","0","2","2","{""Mercury"":2}","{""A1"":2}",,,,,,"7-Z17 same-office convergence from two established A1 satellite contacts",true,false
"scale:967","967","Scale 967","7-7","b111000111100","b001111000111","{0,1,2,6,7,8,9}","1-1-4-1-1-1-3","5,3,2,3,5,3","7-7 orientation A","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Venus","5",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 1479; earlier precedence preserved",true,false
"scale:971","971","Scale 971","7-19","b110100111100","b001111001011","{0,1,3,6,7,8,9}","1-2-3-1-1-1-3","4,3,4,3,4,3","7-19 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","4","{""Sun"":1,""Venus"":3}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:973","973","7-19 rooted state 973","7-19","b101100111100","b001111001101","{0,2,3,6,7,8,9}","2-1-3-1-1-1-3","4,3,4,3,4,3","7-19 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Jupiter","4","{""Mars"":1,""Jupiter"":3}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:979","979","Scale 979","7-Z18","b110010111100","b001111010011","{0,1,4,6,7,8,9}","1-3-2-1-1-1-3","4,3,4,4,4,2","7-Z18 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mars",,"3","{""Mars"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:981","981","Mela Kantamani","7-24","b101010111100","b001111010101","{0,2,4,6,7,8,9}","2-2-2-1-1-1-3","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mars","2",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:985","985","Scale 985","7-16","b100110111100","b001111011001","{0,3,4,6,7,8,9}","3-1-2-1-1-1-3","4,3,5,4,3,2","7-16 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Mercury","3",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 953; earlier precedence preserved",true,false
"scale:995","995","Lydian ♭2♯3♭67","7-6","b110001111100","b001111100011","{0,1,5,6,7,8,9}","1-4-1-1-1-1-3","5,3,3,4,4,2","7-6 orientation A","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Mars","2",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 997; earlier precedence preserved",true,false
"scale:997","997","Tanarupi IV","7-Z12","b101001111100","b001111100101","{0,2,5,6,7,8,9}","2-3-1-1-1-1-3","4,4,4,3,4,2","7-Z12 single orientation","achiral","anchor","anchor_D5","D","same_office_convergence_anchor","D5","5","Mars","2",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D5_anchor","d5_anchor","0","0","2","2","{""Mars"":2}","{""A2"":2}",,,,,,"7-Z12 same-office convergence from two established A2 satellite contacts",true,false
"scale:1001","1001","Lydian ♯2♯3♭67","7-10","b100101111100","b001111101001","{0,3,5,6,7,8,9}","3-2-1-1-1-1-3","4,4,5,3,3,2","7-10 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Mars","2",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 997; earlier precedence preserved",true,false
"scale:1009","1009","7-3 rooted state 1009","7-3","b100011111100","b001111110001","{0,4,5,6,7,8,9}","4-1-1-1-1-1-3","5,4,4,4,3,1","7-3 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mars",,"2","{""Mars"":2}","{""D5"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:1087","1087","Infra-Alt 5♭76","7-2","b111111000010","b010000111111","{0,1,2,3,4,5,10}","1-1-1-1-1-5-2","5,5,4,3,3,1","7-2 orientation B","chiral","satellite","satellite_D6","SATELLITE","direct_satellite","D6","6","Saturn","6",true,"inherited_unique_parent",,"inherited","D6_direct_satellite","d6_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-8 D6 anchor 1119; earlier precedence preserved",true,false
"scale:1119","1119","Infra-Alt 56♭7","7-8","b111110100010","b010001011111","{0,1,2,3,4,6,10}","1-1-1-1-2-4-2","4,5,4,4,2,2","7-8 single orientation","achiral","anchor","anchor_D6","D","same_office_convergence_anchor","D6","6","Saturn","6",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D6_anchor","d6_anchor","0","0","4","4","{""Saturn"":4}","{""D3"":2,""D5"":2}",,,,,,"7-8 same-office convergence from two established D3 and two established D5 satellite contacts",true,false
"scale:1135","1135","Eurean Mode III","7-11","b111101100010","b010001101111","{0,1,2,3,5,6,10}","1-1-1-2-1-4-2","4,4,4,4,4,1","7-11 orientation B","chiral","satellite","satellite_D3","SATELLITE","direct_satellite","D3","3","Saturn","6",true,"inherited_unique_parent",,"inherited","D3_direct_satellite","d3_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z37 D3 anchor 2269; earlier precedence preserved",true,false
"scale:1143","1143","Scale 1143","7-13","b111011100010","b010001110111","{0,1,2,4,5,6,10}","1-1-2-1-1-4-2","4,4,3,5,3,2","7-13 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Venus","5",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 631; earlier precedence preserved",true,false
"scale:1147","1147","Alt double-flat 5 / flat–double-flat 6","7-Z36","b110111100010","b010001111011","{0,1,3,4,5,6,10}","1-2-1-1-1-4-2","4,4,4,3,4,2","7-Z36 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"2","{""Venus"":2}","{""D4"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1149","1149","Alt ♮25♭6","7-9","b101111100010","b010001111101","{0,2,3,4,5,6,10}","2-1-1-1-1-4-2","4,5,3,4,3,2","7-9 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Jupiter",,"2","{""Jupiter"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1183","1183","Infra-Alt 5♭7","7-10","b111110010010","b010010011111","{0,1,2,3,4,7,10}","1-1-1-1-3-3-2","4,4,5,3,3,2","7-10 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Saturn","6",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 671; earlier precedence preserved",true,false
"scale:1199","1199","Alt ♭♭3♭♭4♭♭5♭♭6","7-23","b111101010010","b010010101111","{0,1,2,3,5,7,10}","1-1-1-2-2-3-2","3,5,4,3,5,1","7-23 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Saturn",,"4","{""Saturn"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1207","1207","Alt ♭♭3♭♭5♭♭6","7-25","b111011010010","b010010110111","{0,1,2,4,5,7,10}","1-1-2-1-2-3-2","3,4,5,3,4,2","7-25 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","5","{""Moon"":2,""Venus"":3}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
