id,name,forte,orientation,chirality,bit,bitReverse,pitchSet,intervalCycle,intervalVector,maxCyclicGap,ianMainIndexAdmissible,registeredBeforeCompletion,addedByCompletion,role,fineRole,tier,office,officeIndex,universalClassification,relationalOffice,pluralityContactOffice,zPartner,sourceProvenance
1643,Locrian ♮6,7-32,7-32 orientation A,chiral,b110101100110,b011001101011,"{0,1,3,5,6,9,10}",1-2-2-1-3-1-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
1741,Dorian ♯4,7-32,7-32 orientation A,chiral,b101100110110,b011011001101,"{0,2,3,6,7,9,10}",2-1-3-1-2-1-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
2477,Harmonic Minor,7-32,7-32 orientation A,chiral,b101101011001,b100110101101,"{0,2,3,5,7,8,11}",2-1-2-2-1-3-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
2777,Aeolian Harmonic,7-32,7-32 orientation A,chiral,b100110110101,b101011011001,"{0,3,4,6,7,9,11}",3-1-2-1-2-2-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
2869,Major Augmented,7-32,7-32 orientation A,chiral,b101011001101,b101100110101,"{0,2,4,5,8,9,11}",2-2-1-3-1-2-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
875,Locrian double-flat 7,7-32,7-32 orientation B,chiral,b110101101100,b001101101011,"{0,1,3,5,6,8,9}",1-2-2-1-2-1-3,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
1435,Maqam Saba Zamzam,7-32,7-32 orientation B,chiral,b110110011010,b010110011011,"{0,1,3,4,7,8,10}",1-2-1-3-1-2-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
1645,Dorian ♭5,7-32,7-32 orientation B,chiral,b101101100110,b011001101101,"{0,2,3,5,6,9,10}",2-1-2-1-3-1-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
1715,Dominant ♭2,7-32,7-32 orientation B,chiral,b110011010110,b011010110011,"{0,1,4,5,7,9,10}",1-3-1-2-2-1-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
2485,Harmonic Major,7-32,7-32 orientation B,chiral,b101011011001,b100110110101,"{0,2,4,5,7,8,11}",2-2-1-2-1-3-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
2765,Lydian Diminished,7-32,7-32 orientation B,chiral,b101100110101,b101011001101,"{0,2,3,6,7,9,11}",2-1-3-1-2-2-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
2905,Aeolian Flat,7-32,7-32 orientation B,chiral,b100110101101,b101101011001,"{0,3,4,6,8,9,11}",3-1-2-2-1-2-1,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
1367,Leading Whole-Tone Inverse,7-33,7-33 single orientation,achiral,b111010101010,b010101010111,"{0,1,2,4,6,8,10}",1-1-2-2-2-2-2,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Moon,1,a2_anchor,,,,Preserved A0–D6 network state
1373,Storian,7-33,7-33 single orientation,achiral,b101110101010,b010101011101,"{0,2,3,4,6,8,10}",2-1-1-2-2-2-2,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Saturn,6,a2_anchor,,,,Preserved A0–D6 network state
1397,Major Locrian,7-33,7-33 single orientation,achiral,b101011101010,b010101110101,"{0,2,4,5,6,8,10}",2-2-1-1-2-2-2,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Jupiter,4,a2_anchor,,,,Preserved A0–D6 network state
1493,Lydian Minor,7-33,7-33 single orientation,achiral,b101010111010,b010111010101,"{0,2,4,6,7,8,10}",2-2-2-1-1-2-2,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Mars,2,a2_anchor,,,,Preserved A0–D6 network state
1877,Aeroptian,7-33,7-33 single orientation,achiral,b101010101110,b011101010101,"{0,2,4,6,8,9,10}",2-2-2-2-1-1-2,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Sun,0,a2_anchor,,,,Preserved A0–D6 network state
2731,Neapolitan Major,7-33,7-33 single orientation,achiral,b110101010101,b101010101011,"{0,1,3,5,7,9,11}",1-2-2-2-2-2-1,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Mercury,3,a2_anchor,,,,Preserved A0–D6 network state
3413,Leading Whole-Tone,7-33,7-33 single orientation,achiral,b101010101011,b110101010101,"{0,2,4,6,8,10,11}",2-2-2-2-2-1-1,"2,6,2,6,2,3",2,true,true,false,anchor,anchor_A2,A2,Venus,5,a2_anchor,,,,Preserved A0–D6 network state
1371,Superlocrian,7-34,7-34 single orientation,achiral,b110110101010,b010101011011,"{0,1,3,4,6,8,10}",1-2-1-2-2-2-2,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Sun,0,a1_anchor,,,,Preserved A0–D6 network state
1389,Half-Diminished,7-34,7-34 single orientation,achiral,b101101101010,b010101101101,"{0,2,3,5,6,8,10}",2-1-2-1-2-2-2,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Venus,5,a1_anchor,,,,Preserved A0–D6 network state
1461,Mixolydian ♭6,7-34,7-34 single orientation,achiral,b101011011010,b010110110101,"{0,2,4,5,7,8,10}",2-2-1-2-1-2-2,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Mercury,3,a1_anchor,,,,Preserved A0–D6 network state
1707,Dorian ♭2,7-34,7-34 single orientation,achiral,b110101010110,b011010101011,"{0,1,3,5,7,9,10}",1-2-2-2-2-1-2,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Jupiter,4,a1_anchor,,,,Preserved A0–D6 network state
1749,Acoustic,7-34,7-34 single orientation,achiral,b101010110110,b011011010101,"{0,2,4,6,7,9,10}",2-2-2-1-2-1-2,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Moon,1,a1_anchor,,,,Preserved A0–D6 network state
2733,Melodic Minor,7-34,7-34 single orientation,achiral,b101101010101,b101010101101,"{0,2,3,5,7,9,11}",2-1-2-2-2-2-1,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Mars,2,a1_anchor,,,,Preserved A0–D6 network state
2901,Lydian Augmented,7-34,7-34 single orientation,achiral,b101010101101,b101101010101,"{0,2,4,6,8,9,11}",2-2-2-2-1-2-1,"2,5,4,4,4,2",2,true,true,false,anchor,anchor_A1,A1,Saturn,6,a1_anchor,,,,Preserved A0–D6 network state
1387,Locrian,7-35,7-35 single orientation,achiral,b110101101010,b010101101011,"{0,1,3,5,6,8,10}",1-2-2-1-2-2-2,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Saturn,6,a0_anchor,,,,Preserved A0–D6 network state
1451,Phrygian,7-35,7-35 single orientation,achiral,b110101011010,b010110101011,"{0,1,3,5,7,8,10}",1-2-2-2-1-2-2,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Venus,5,a0_anchor,,,,Preserved A0–D6 network state
1453,Aeolian,7-35,7-35 single orientation,achiral,b101101011010,b010110101101,"{0,2,3,5,7,8,10}",2-1-2-2-1-2-2,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Jupiter,4,a0_anchor,,,,Preserved A0–D6 network state
1709,Dorian,7-35,7-35 single orientation,achiral,b101101010110,b011010101101,"{0,2,3,5,7,9,10}",2-1-2-2-2-1-2,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Mercury,3,a0_anchor,,,,Preserved A0–D6 network state
1717,Mixolydian,7-35,7-35 single orientation,achiral,b101011010110,b011010110101,"{0,2,4,5,7,9,10}",2-2-1-2-2-1-2,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Mars,2,a0_anchor,,,,Preserved A0–D6 network state
2741,Ionian,7-35,7-35 single orientation,achiral,b101011010101,b101010110101,"{0,2,4,5,7,9,11}",2-2-1-2-2-2-1,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Moon,1,a0_anchor,,,,Preserved A0–D6 network state
2773,Lydian,7-35,7-35 single orientation,achiral,b101010110101,b101011010101,"{0,2,4,6,7,9,11}",2-2-2-1-2-2-1,"2,5,4,3,6,1",2,true,true,false,anchor,anchor_A0,A0,Sun,0,a0_anchor,,,,Preserved A0–D6 network state
367,Infra-Alt 67,7-Z36,7-Z36 orientation A,chiral,b111101101000,b000101101111,"{0,1,2,3,5,6,8}",1-1-1-2-1-2-4,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,7-Z12,Preserved A0–D6 network state
1777,Lydian ♭7♯3𝄪2,7-Z36,7-Z36 orientation A,chiral,b100011110110,b011011110001,"{0,4,5,6,7,9,10}",4-1-1-1-2-1-2,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,7-Z12,Preserved A0–D6 network state
1931,Dorian +♭2𝄪4,7-Z36,7-Z36 orientation A,chiral,b110100011110,b011110001011,"{0,1,3,7,8,9,10}",1-2-4-1-1-1-2,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,7-Z12,Preserved A0–D6 network state
2231,Arcadian,7-Z36,7-Z36 orientation A,chiral,b111011010001,b100010110111,"{0,1,2,4,5,7,11}",1-1-2-1-2-4-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,7-Z12,Preserved A0–D6 network state
3013,Ionian +𝄪34,7-Z36,7-Z36 orientation A,chiral,b101000111101,b101111000101,"{0,2,6,7,8,9,11}",2-4-1-1-1-2-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,7-Z12,Preserved A0–D6 network state
3163,Alt ♮7♯6,7-Z36,7-Z36 orientation A,chiral,b110110100011,b110001011011,"{0,1,3,4,6,10,11}",1-2-1-2-4-1-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,7-Z12,Preserved A0–D6 network state
3629,Melodic 𝄪5♯6,7-Z36,7-Z36 orientation A,chiral,b101101000111,b111000101101,"{0,2,3,5,9,10,11}",2-1-2-4-1-1-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,7-Z12,Preserved A0–D6 network state
493,Locrian ♮2♭♭6♭♭♭7,7-Z36,7-Z36 orientation B,chiral,b101101111000,b000111101101,"{0,2,3,5,6,7,8}",2-1-2-1-1-1-4,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,7-Z12,Preserved A0–D6 network state
1147,Alt double-flat 5 / flat–double-flat 6,7-Z36,7-Z36 orientation B,chiral,b110111100010,b010001111011,"{0,1,3,4,5,6,10}",1-2-1-1-1-4-2,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,7-Z12,Preserved A0–D6 network state
1679,Zephyrean Mode V,7-Z36,7-Z36 orientation B,chiral,b111100010110,b011010001111,"{0,1,2,3,7,9,10}",1-1-1-4-2-1-2,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,7-Z12,Preserved A0–D6 network state
2621,Euphoric,7-Z36,7-Z36 orientation B,chiral,b101111000101,b101000111101,"{0,2,3,4,5,9,11}",2-1-1-1-4-2-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,7-Z12,Preserved A0–D6 network state
2887,Zephyrean Mode VI,7-Z36,7-Z36 orientation B,chiral,b111000101101,b101101000111,"{0,1,2,6,8,9,11}",1-1-4-2-1-2-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,7-Z12,Preserved A0–D6 network state
3491,Superlydian Augmented ♭2𝄪4,7-Z36,7-Z36 orientation B,chiral,b110001011011,b110110100011,"{0,1,5,7,8,10,11}",1-4-2-1-2-1-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,7-Z12,Preserved A0–D6 network state
3793,Superlydian Augmented 𝄪2𝄪3𝄪4𝄪5,7-Z36,7-Z36 orientation B,chiral,b100010110111,b111011010001,"{0,4,6,7,9,10,11}",4-2-1-2-1-1-1,"4,4,4,3,4,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,7-Z12,Preserved A0–D6 network state
443,Alt ♭♭5♭♭6♭♭♭7,7-Z37,7-Z37 single orientation,achiral,b110111011000,b000110111011,"{0,1,3,4,5,7,8}",1-2-1-1-2-1-4,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Jupiter,4,d3_anchor,,,7-Z17,Preserved A0–D6 network state
1591,Alt ♮6♭♭3♭5,7-Z37,7-Z37 single orientation,achiral,b111011000110,b011000110111,"{0,1,2,4,5,9,10}",1-1-2-1-4-1-2,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Moon,1,d3_anchor,,,7-Z17,Preserved A0–D6 network state
1891,Hijaz Major,7-Z37,7-Z37 single orientation,achiral,b110001101110,b011101100011,"{0,1,5,6,8,9,10}",1-4-1-2-1-1-2,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Sun,0,d3_anchor,,,7-Z17,Preserved A0–D6 network state
2269,Nomadic Minor,7-Z37,7-Z37 single orientation,achiral,b101110110001,b100011011101,"{0,2,3,4,6,7,11}",2-1-1-2-1-4-1,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Saturn,6,d3_anchor,,,7-Z17,Preserved A0–D6 network state
2843,Neapolitan Major ♭4♯5,7-Z37,7-Z37 single orientation,achiral,b110110001101,b101100011011,"{0,1,3,4,8,9,11}",1-2-1-4-1-2-1,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Mercury,3,d3_anchor,,,7-Z17,Preserved A0–D6 network state
2993,Ionian +♯324,7-Z37,7-Z37 single orientation,achiral,b100011011101,b101110110001,"{0,4,5,7,8,9,11}",4-1-2-1-1-2-1,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Mars,2,d3_anchor,,,7-Z17,Preserved A0–D6 network state
3469,Melodic +♯6𝄪4,7-Z37,7-Z37 single orientation,achiral,b101100011011,b110110001101,"{0,2,3,7,8,10,11}",2-1-4-1-2-1-1,"4,3,4,5,4,1",4,true,true,false,anchor,anchor_D3,D3,Venus,5,d3_anchor,,,7-Z17,Preserved A0–D6 network state
439,Infra-Alt 7♭4,7-Z38,7-Z38 orientation A,chiral,b111011011000,b000110110111,"{0,1,2,4,5,7,8}",1-1-2-1-2-1-4,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Jupiter,4,d2_satellite,,,7-Z18,Preserved A0–D6 network state
1763,Lydian 7♭2♯3,7-Z38,7-Z38 orientation A,chiral,b110001110110,b011011100011,"{0,1,5,6,7,9,10}",1-4-1-1-2-1-2,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Sun,0,d2_satellite,,,7-Z18,Preserved A0–D6 network state
1819,Alt ♮6♯5,7-Z38,7-Z38 orientation A,chiral,b110110001110,b011100011011,"{0,1,3,4,8,9,10}",1-2-1-4-1-1-2,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Mercury,3,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2267,Scale 2267,7-Z38,7-Z38 orientation A,chiral,b110110110001,b100011011011,"{0,1,3,4,6,7,11}",1-2-1-2-1-4-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Saturn,6,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2929,Lydian +♯32,7-Z38,7-Z38 orientation A,chiral,b100011101101,b101101110001,"{0,4,5,6,8,9,11}",4-1-1-2-1-2-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Mars,2,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2957,Melodic +4,7-Z38,7-Z38 orientation A,chiral,b101100011101,b101110001101,"{0,2,3,7,8,9,11}",2-1-4-1-1-2-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Venus,5,d2_satellite,,,7-Z18,Preserved A0–D6 network state
3181,Melodic ♭5♯6,7-Z38,7-Z38 orientation A,chiral,b101101100011,b110001101101,"{0,2,3,5,6,10,11}",2-1-2-1-4-1-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Moon,1,d2_satellite,,,7-Z18,Preserved A0–D6 network state
475,Alt 6♭7,7-Z38,7-Z38 orientation B,chiral,b110110111000,b000111011011,"{0,1,3,4,6,7,8}",1-2-1-2-1-1-4,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Jupiter,4,d2_satellite,,,7-Z18,Preserved A0–D6 network state
1595,Alt ♮65,7-Z38,7-Z38 orientation B,chiral,b110111000110,b011000111011,"{0,1,3,4,5,9,10}",1-2-1-1-4-1-2,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Moon,1,d2_satellite,,,7-Z18,Preserved A0–D6 network state
1735,Navaneetam,7-Z38,7-Z38 orientation B,chiral,b111000110110,b011011000111,"{0,1,2,6,7,9,10}",1-1-4-1-2-1-2,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Venus,5,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2285,Supine,7-Z38,7-Z38 orientation B,chiral,b101101110001,b100011101101,"{0,2,3,5,6,7,11}",2-1-2-1-1-4-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Saturn,6,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2845,Melodic +♭4,7-Z38,7-Z38 orientation B,chiral,b101110001101,b101100011101,"{0,2,3,4,8,9,11}",2-1-1-4-1-2-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Mercury,3,d2_satellite,,,7-Z18,Preserved A0–D6 network state
2915,Scale 2915,7-Z38,7-Z38 orientation B,chiral,b110001101101,b101101100011,"{0,1,5,6,8,9,11}",1-4-1-2-1-2-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Sun,0,d2_satellite,,,7-Z18,Preserved A0–D6 network state
3505,Superlydian Augmented 24,7-Z38,7-Z38 orientation B,chiral,b100011011011,b110110110001,"{0,4,5,7,8,10,11}",4-1-2-1-2-1-1,"4,3,4,4,4,2",4,true,true,false,satellite,satellite_D2,D2,Mars,2,d2_satellite,,,7-Z18,Preserved A0–D6 network state
